platform,timestamp,author,author_toxicity,toxicity,knowledge,platform_model name,platform_network name,platform_interval time duration,platform_maximum post inactivity,platform_toxicity threshold,platform_full ban,platform_partial ban,platform_warning,platform_remove content,platform_network ban threshold,platform_network warning threshold,platform_moderation miss probability
1,1,agent_1,0.672653,,0,Toxic Model 1,Network1,0.1,24.0,0.05,true,true,true,true,1,1,0.2
1,1,agent_1,0.672653,,0,Toxic Model 1,Network1,0.1,24.0,0.05,true,true,true,true,1,1,0.2
1,1,agent_8,0.632556,,0,Toxic Model 1,Network1,0.1,24.0,0.05,true,true,true,true,1,1,0.2
1,3,agent_4,0.593045,0.049896519631147385,0,Toxic Model 1,Network1,0.1,24.0,0.05,true,true,true,true,1,1,0.2
1,3,agent_6,0.270481,,0,Toxic Model 1,Network1,0.1,24.0,0.05,true,true,true,true,1,1,0.2
1,3,agent_6,0.270481,,0,Toxic Model 1,Network1,0.1,24.0,0.05,true,true,true,true,1,1,0.2
1,3,agent_0,0.870639,,0,Toxic Model 1,Network1,0.1,24.0,0.05,true,true,true,true,1,1,0.2
1,4,agent_1,0.672653,,0,Toxic Model 1,Network1,0.1,24.0,0.05,true,true,true,true,1,1,0.2
1,4,agent_2,0.587706,,0,Toxic Model 1,Network1,0.1,24.0,0.05,true,true,true,true,1,1,0.2
1,4,agent_8,0.632556,,0,Toxic Model 1,Network1,0.1,24.0,0.05,true,true,true,true,1,1,0.2
1,4,agent_6,0.270481,0.02875366248190403,0,Toxic Model 1,Network1,0.1,24.0,0.05,true,true,true,true,1,1,0.2
