platform,timestamp,author,author_toxicity,toxicity,knowledge,platform_model name,platform_network name,platform_interval time duration,platform_maximum post inactivity,platform_toxicity threshold,platform_full ban,platform_partial ban,platform_warning,platform_remove content,platform_network ban threshold,platform_network warning threshold,platform_moderation miss probability,platform_partial ban length
2,3,agent_0,0.345154,,0,Toxic Model 2,Network2,0.1,24.0,0.05,true,true,true,true,2,10,0.4,6
2,8,agent_0,0.345154,,0,Toxic Model 2,Network2,0.1,24.0,0.05,true,true,true,true,2,10,0.4,6
2,11,agent_4,0.905018,0.16087061166763306,0,Toxic Model 2,Network2,0.1,24.0,0.05,true,true,true,true,2,10,0.4,6
2,12,agent_0,0.345154,0.2675607204437256,0,Toxic Model 2,Network2,0.1,24.0,0.05,true,true,true,true,2,10,0.4,6
2,16,agent_0,0.345154,,0,Toxic Model 2,Network2,0.1,24.0,0.05,true,true,true,true,2,10,0.4,6
2,19,agent_1,0.352114,,0,Toxic Model 2,Network2,0.1,24.0,0.05,true,true,true,true,2,10,0.4,6
2,20,agent_29,0.337464,,0,Toxic Model 2,Network2,0.1,24.0,0.05,true,true,true,true,2,10,0.4,6
2,20,agent_4,0.905018,0.26392853260040283,0,Toxic Model 2,Network2,0.1,24.0,0.05,true,true,true,true,2,10,0.4,6
2,26,agent_0,0.345154,0.04495255649089813,0,Toxic Model 2,Network2,0.1,24.0,0.05,true,true,true,true,2,10,0.4,6
2,29,agent_4,0.905018,0.4938482344150543,0,Toxic Model 2,Network2,0.1,24.0,0.05,true,true,true,true,2,10,0.4,6
2,31,agent_2,0.00567196,0.0027862798888236284,0,Toxic Model 2,Network2,0.1,24.0,0.05,true,true,true,true,2,10,0.4,6
2,32,agent_46,0.416256,,0,Toxic Model 2,Network2,0.1,24.0,0.05,true,true,true,true,2,10,0.4,6
2,33,agent_4,0.905018,,0,Toxic Model 2,Network2,0.1,24.0,0.05,true,true,true,true,2,10,0.4,6
2,39,agent_2,0.00567196,0.003965475596487522,0,Toxic Model 2,Network2,0.1,24.0,0.05,true,true,true,true,2,10,0.4,6
2,47,agent_3,0.240072,0.08209210634231567,0,Toxic Model 2,Network2,0.1,24.0,0.05,true,true,true,true,2,10,0.4,6
2,48,agent_4,0.905018,0.10231448709964752,0,Toxic Model 2,Network2,0.1,24.0,0.05,true,true,true,true,2,10,0.4,6
2,53,agent_0,0.345154,0.3434532880783081,0,Toxic Model 2,Network2,0.1,24.0,0.05,true,true,true,true,2,10,0.4,6
2,53,agent_0,0.345154,0.32426556944847107,0,Toxic Model 2,Network2,0.1,24.0,0.05,true,true,true,true,2,10,0.4,6
2,59,agent_1,0.352114,,0,Toxic Model 2,Network2,0.1,24.0,0.05,true,true,true,true,2,10,0.4,6
2,59,agent_2,0.00567196,,0,Toxic Model 2,Network2,0.1,24.0,0.05,true,true,true,true,2,10,0.4,6
2,68,agent_2,0.00567196,0.0012805757578462362,0,Toxic Model 2,Network2,0.1,24.0,0.05,true,true,true,true,2,10,0.4,6
2,68,agent_4,0.905018,,0,Toxic Model 2,Network2,0.1,24.0,0.05,true,true,true,true,2,10,0.4,6
2,68,agent_4,0.905018,,0,Toxic Model 2,Network2,0.1,24.0,0.05,true,true,true,true,2,10,0.4,6
2,68,agent_4,0.905018,0.17834079265594482,0,Toxic Model 2,Network2,0.1,24.0,0.05,true,true,true,true,2,10,0.4,6
